,Unnamed: 0,id,Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),status,Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
447,447,4,379.61,85,15.431905,86.708626,42,161,24,649095,1,0,56.9415,92,1,2023-08-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,163623.0
448,448,4,199.61,50,10.722778,96.53301,53,108,25,281063,1,1,29.9415,133,0,2023-07-08,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94445.0
449,449,4,199.61,50,10.722778,96.53301,53,108,25,281063,1,1,29.9415,133,0,2023-07-08,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,89964.0
450,450,4,253.69,59,36.392733,95.791795,88,107,15,706151,1,0,38.0535,112,1,2023-11-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,116447.0
451,451,4,253.69,59,36.392733,95.791795,88,107,15,706151,1,0,38.0535,112,1,2023-11-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,115438.0
452,452,4,234.11,57,22.990507,70.352267,97,75,9,468755,1,0,35.1165,62,0,2023-09-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,111155.0
453,453,4,234.11,57,22.990507,70.352267,97,75,9,468755,1,0,35.1165,62,0,2023-09-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,103809.0
454,454,4,62.06,22,22.366898,72.620454,72,56,39,423953,1,1,9.309,142,0,2023-05-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,38512.0
455,455,4,62.06,22,22.366898,72.620454,72,56,39,423953,1,1,9.309,142,0,2023-05-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,36597.0
456,456,4,82.26,27,19.488142,72.29824,68,229,17,405689,0,0,12.339,96,1,2023-02-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48714.0
457,457,4,82.26,27,19.488142,72.29824,68,229,17,405689,0,0,12.339,96,1,2023-02-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47732.0
458,458,4,245.54,59,36.412175,78.060271,104,199,24,878498,1,0,36.831,140,1,2023-08-26,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,115613.0
459,459,4,245.54,59,36.412175,78.060271,104,199,24,878498,1,0,36.831,140,1,2023-08-26,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,108340.0
460,460,4,420.92,92,36.173494,86.468601,105,120,18,334551,1,1,63.138,129,1,2023-09-30,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,176844.0
461,461,4,420.92,92,36.173494,86.468601,105,120,18,334551,1,1,63.138,129,1,2023-09-30,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,177916.0
462,462,4,455.81,98,17.145869,73.922507,93,62,26,907815,1,1,68.3715,99,1,2023-08-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,196284.0
463,463,4,455.81,98,17.145869,73.922507,93,62,26,907815,1,1,68.3715,99,1,2023-08-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,194300.0
464,464,4,247.27,57,36.014364,91.339496,117,70,30,745173,1,1,37.0905,74,1,2023-01-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,107956.0
465,465,4,247.27,57,36.014364,91.339496,117,70,30,745173,1,1,37.0905,74,1,2023-01-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,113408.0
466,466,4,203.64,50,36.771061,88.733773,75,206,9,158012,1,0,30.546,130,0,2023-12-09,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97406.0
467,467,4,203.64,50,36.771061,88.733773,75,206,9,158012,1,0,30.546,130,0,2023-12-09,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,96092.0
468,468,4,55.09,20,19.207253,88.245402,80,231,35,700780,1,1,8.2635,83,0,2023-05-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,37558.0
469,469,4,55.09,20,19.207253,88.245402,80,231,35,700780,1,1,8.2635,83,0,2023-05-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41345.0
470,470,4,302.92,69,25.515497,70.232053,74,95,7,911394,1,0,45.438,58,1,2023-11-05,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,130313.0
471,471,4,302.92,69,25.515497,70.232053,74,95,7,911394,1,0,45.438,58,1,2023-11-05,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,137725.0
472,472,4,71.27,25,27.298166,72.037942,77,121,36,428665,1,1,10.690499999999998,59,1,2023-08-25,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41082.0
473,473,4,71.27,25,27.298166,72.037942,77,121,36,428665,1,1,10.690499999999998,59,1,2023-08-25,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,42543.0
474,474,4,96.18,29,8.333577,87.60172,49,297,23,553858,1,0,14.427,148,1,2023-12-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,56095.0
475,475,4,96.18,29,8.333577,87.60172,49,297,23,553858,1,0,14.427,148,1,2023-12-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48654.0
476,476,4,249.3,59,8.283688,76.449321,69,169,35,307305,1,1,37.395,72,0,2023-08-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,112444.0
477,477,4,249.3,59,8.283688,76.449321,69,169,35,307305,1,1,37.395,72,0,2023-08-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,112013.0
478,478,4,369.03,81,22.767462,69.116163,86,223,40,326895,1,0,55.3545,137,1,2023-06-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157532.0
479,479,4,369.03,81,22.767462,69.116163,86,223,40,326895,1,0,55.3545,137,1,2023-06-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160094.0
480,480,4,380.73,84,13.47536,88.378826,117,158,15,593511,1,1,57.1095,141,0,2023-05-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,162952.0
481,481,4,380.73,84,13.47536,88.378826,117,158,15,593511,1,1,57.1095,141,0,2023-05-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,169751.0
482,482,4,365.72,83,27.732336,81.808626,110,189,33,325202,0,0,54.858,134,0,2023-11-11,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160323.0
483,483,4,365.72,83,27.732336,81.808626,110,189,33,325202,0,0,54.858,134,0,2023-11-11,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,155193.0
484,484,4,299.65,69,28.623772,77.008098,113,252,8,352359,1,0,44.9475,64,0,2023-08-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,137763.0
485,485,4,299.65,69,28.623772,77.008098,113,252,8,352359,1,0,44.9475,64,0,2023-08-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,136036.0
486,486,4,140.51,38,9.728461,68.717626,47,264,12,583734,1,1,21.0765,53,0,2023-10-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,72055.0
487,487,4,140.51,38,9.728461,68.717626,47,264,12,583734,1,1,21.0765,53,0,2023-10-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,73631.0
488,488,4,102.62,30,20.295026,94.157065,93,140,15,732111,1,1,15.393,75,1,2023-06-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,53190.0
489,489,4,102.62,30,20.295026,94.157065,93,140,15,732111,1,1,15.393,75,1,2023-06-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,56303.0
490,490,4,139.63,37,14.157744,78.372693,114,291,9,765545,1,1,20.9445,82,0,2023-11-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,68145.0
491,491,4,139.63,37,14.157744,78.372693,114,291,9,765545,1,1,20.9445,82,0,2023-11-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,65615.0
492,492,4,194.02,47,27.759435,82.493648,104,263,34,360636,1,0,29.103,74,0,2023-11-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,93544.0
493,493,4,194.02,47,27.759435,82.493648,104,263,34,360636,1,0,29.103,74,0,2023-11-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,89541.0
494,494,4,61.74,24,27.694119,69.496321,55,245,29,231956,1,1,9.261,100,0,2023-02-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,38966.0
495,495,4,61.74,24,27.694119,69.496321,55,245,29,231956,1,1,9.261,100,0,2023-02-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,40697.0
496,496,4,85.72,26,14.426706,90.022596,91,263,18,750310,1,1,12.858,83,1,2023-09-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47907.0
497,497,4,85.72,26,14.426706,90.022596,91,263,18,750310,1,1,12.858,83,1,2023-09-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,47391.0
498,498,4,382.84,84,11.438215,79.811807,69,107,20,988166,1,1,57.426,135,0,2023-02-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,163967.0
499,499,4,382.84,84,11.438215,79.811807,69,107,20,988166,1,1,57.426,135,0,2023-02-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,164838.0
500,500,4,82.9,28,16.655591,84.65013,62,87,19,688509,0,1,12.435,137,0,2023-07-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49026.0
501,501,4,82.9,28,16.655591,84.65013,62,87,19,688509,0,1,12.435,137,0,2023-07-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,52057.0
502,502,4,216.34,51,14.428769,89.542848,82,243,28,250873,1,0,32.451,143,0,2023-04-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97485.0
503,503,4,216.34,51,14.428769,89.542848,82,243,28,250873,1,0,32.451,143,0,2023-04-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,100576.0
504,504,4,295.27,67,15.787658,82.139009,92,287,34,280343,1,0,44.2905,68,0,2023-10-23,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,133478.0
505,505,4,295.27,67,15.787658,82.139009,92,287,34,280343,1,0,44.2905,68,0,2023-10-23,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,128479.0
506,506,4,198.79,50,17.03604,71.414277,51,215,16,112090,1,0,29.8185,99,1,2023-02-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97141.0
507,507,4,198.79,50,17.03604,71.414277,51,215,16,112090,1,0,29.8185,99,1,2023-02-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,95951.0
508,508,4,280.91,64,24.926793,83.815854,70,178,16,912272,1,1,42.136500000000005,143,0,2023-03-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,122044.0
509,509,4,280.91,64,24.926793,83.815854,70,178,16,912272,1,1,42.136500000000005,143,0,2023-03-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,125485.0
510,510,4,419.73,91,14.936522,68.623705,57,254,26,200596,1,1,62.9595,147,0,2023-12-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,179290.0
511,511,4,419.73,91,14.936522,68.623705,57,254,26,200596,1,1,62.9595,147,0,2023-12-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,176943.0
512,512,4,258.97,61,24.562016,73.254898,118,246,27,538742,1,1,38.8455,69,1,2023-11-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,118781.0
513,513,4,258.97,61,24.562016,73.254898,118,246,27,538742,1,1,38.8455,69,1,2023-11-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121114.0
514,514,4,197.87,49,11.720972,81.615198,64,236,21,436148,0,0,29.6805,115,0,2023-12-22,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,97935.0
515,515,4,197.87,49,11.720972,81.615198,64,236,21,436148,0,0,29.6805,115,0,2023-12-22,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94909.0
516,516,4,210.79,52,24.001021,89.625905,103,238,21,580113,1,1,31.6185,56,1,2023-03-19,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,100908.0
517,517,4,210.79,52,24.001021,89.625905,103,238,21,580113,1,1,31.6185,56,1,2023-03-19,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,94128.0
518,518,4,169.74,44,30.269866,88.830297,60,206,8,552266,1,1,25.461,140,1,2023-09-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,84492.0
519,519,4,169.74,44,30.269866,88.830297,60,206,8,552266,1,1,25.461,140,1,2023-09-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,79294.0
520,520,4,38.14,17,22.663409,87.858024,100,147,20,317819,0,1,5.721,130,1,2023-05-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,26649.0
521,521,4,38.14,17,22.663409,87.858024,100,147,20,317819,0,1,5.721,130,1,2023-05-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,33469.0
522,522,4,71.46,25,25.712969,93.894365,114,53,13,387681,1,0,10.719,107,0,2023-11-17,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,43875.0
523,523,4,71.46,25,25.712969,93.894365,114,53,13,387681,1,0,10.719,107,0,2023-11-17,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46597.0
524,524,4,265.82,61,9.408487,94.968111,104,255,38,246420,1,1,39.873,140,0,2023-07-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,120851.0
525,525,4,265.82,61,9.408487,94.968111,104,255,38,246420,1,1,39.873,140,0,2023-07-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,116860.0
526,526,4,396.92,86,23.273674,71.058367,54,169,26,318283,1,1,59.538,144,0,2023-05-23,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,170518.0
527,527,4,396.92,86,23.273674,71.058367,54,169,26,318283,1,1,59.538,144,0,2023-05-23,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,167649.0
528,528,4,79.18,27,36.818237,92.005044,51,68,33,272671,1,0,11.877,114,1,2023-07-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49620.0
529,529,4,79.18,27,36.818237,92.005044,51,68,33,272671,1,0,11.877,114,1,2023-07-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,48763.0
530,530,4,91.02,28,9.108885,77.241082,79,90,40,675342,1,1,13.653,71,0,2023-03-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49431.0
531,531,4,91.02,28,9.108885,77.241082,79,90,40,675342,1,1,13.653,71,0,2023-03-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,51539.0
532,532,4,212.45,52,24.205961,69.401747,47,189,8,312708,0,1,31.8675,85,1,2023-11-15,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,99454.0
533,533,4,212.45,52,24.205961,69.401747,47,189,8,312708,0,1,31.8675,85,1,2023-11-15,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,102667.0
534,534,4,92.73,28,31.762575,70.234083,56,217,14,654593,1,0,13.9095,109,0,2023-02-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46826.0
535,535,4,92.73,28,31.762575,70.234083,56,217,14,654593,1,0,13.9095,109,0,2023-02-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49106.0
536,536,4,261.64,63,14.177598,95.125595,46,270,31,880339,1,1,39.246,86,0,2023-01-21,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,120788.0
537,537,4,261.64,63,14.177598,95.125595,46,270,31,880339,1,1,39.246,86,0,2023-01-21,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,121947.0
538,538,4,174.84,44,12.621032,91.230791,40,224,11,109657,1,1,26.226,111,1,2023-03-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,87853.0
539,539,4,174.84,44,12.621032,91.230791,40,224,11,109657,1,1,26.226,111,1,2023-03-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,80861.0
540,540,4,458.76,98,21.569234,71.384507,85,204,9,722786,1,1,68.814,120,0,2023-10-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,197063.0
541,541,4,458.76,98,21.569234,71.384507,85,204,9,722786,1,1,68.814,120,0,2023-10-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,200000.0
542,542,4,329.2,76,32.072081,80.055704,72,52,5,863643,1,0,49.38,52,0,2023-12-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143255.0
543,543,4,329.2,76,32.072081,80.055704,72,52,5,863643,1,0,49.38,52,0,2023-12-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,143311.0
544,544,4,332.58,76,24.859128,70.846003,105,106,17,288316,1,0,49.88699999999999,112,0,2023-05-30,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,150793.0
545,545,4,332.58,76,24.859128,70.846003,105,106,17,288316,1,0,49.88699999999999,112,0,2023-05-30,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,150933.0
546,546,4,371.94,82,32.124013,94.770809,63,192,18,228457,1,1,55.791,62,0,2023-08-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160258.0
547,547,4,371.94,82,32.124013,94.770809,63,192,18,228457,1,1,55.791,62,0,2023-08-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,160237.0
548,548,4,121.25,34,30.56598,75.330529,69,185,25,519604,1,1,18.1875,99,0,2023-01-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59010.0
549,549,4,121.25,34,30.56598,75.330529,69,185,25,519604,1,1,18.1875,99,0,2023-01-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,67429.0
550,550,4,292.17,66,27.156356,90.88142,96,238,34,770925,1,1,43.8255,140,0,2023-05-03,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,134265.0
551,551,4,292.17,66,27.156356,90.88142,96,238,34,770925,1,1,43.8255,140,0,2023-05-03,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,130111.0
552,552,4,340.1,75,23.36924,92.591751,76,156,29,935421,1,1,51.015,142,0,2023-03-04,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,148213.0
553,553,4,340.1,75,23.36924,92.591751,76,156,29,935421,1,1,51.015,142,0,2023-03-04,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,153555.0
554,554,4,443.43,95,24.847382,69.941183,114,107,11,323627,1,1,66.5145,98,0,2023-02-13,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,187820.0
555,555,4,443.43,95,24.847382,69.941183,114,107,11,323627,1,1,66.5145,98,0,2023-02-13,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,186541.0
556,556,4,72.39,26,15.39473,95.354269,88,205,22,142221,1,1,10.8585,85,0,2023-09-18,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,44738.0
557,557,4,72.39,26,15.39473,95.354269,88,205,22,142221,1,1,10.8585,85,0,2023-09-18,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,46852.0
558,558,4,119.81,33,10.373558,72.920789,95,68,39,233183,1,1,17.9715,137,0,2023-10-20,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,59656.0
559,559,4,119.81,33,10.373558,72.920789,95,68,39,233183,1,1,17.9715,137,0,2023-10-20,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,57687.0
560,560,4,78.45,28,11.794955,88.930146,115,299,6,986772,1,1,11.7675,66,0,2023-12-10,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,49093.0
561,561,4,78.45,28,11.794955,88.930146,115,299,6,986772,1,1,11.7675,66,0,2023-12-10,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,41069.0
562,562,4,357.51,79,14.805659,91.519832,110,210,8,406474,1,1,53.6265,88,0,2023-07-16,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,154429.0
563,563,4,357.51,79,14.805659,91.519832,110,210,8,406474,1,1,53.6265,88,0,2023-07-16,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,158079.0
564,564,4,193.36,49,19.403159,95.51369,79,177,35,824836,1,0,29.004,140,1,2023-12-02,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,90570.0
565,565,4,193.36,49,19.403159,95.51369,79,177,35,824836,1,0,29.004,140,1,2023-12-02,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,95884.0
566,566,4,343.25,79,24.198255,76.513942,92,218,9,824105,1,0,51.4875,61,1,2023-06-28,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,151193.0
567,567,4,343.25,79,24.198255,76.513942,92,218,9,824105,1,0,51.4875,61,1,2023-06-28,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,153768.0
568,568,4,134.51,37,19.830725,78.459563,57,128,6,796153,1,1,20.1765,62,0,2023-04-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,71308.0
569,569,4,134.51,37,19.830725,78.459563,57,128,6,796153,1,1,20.1765,62,0,2023-04-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,71842.0
570,570,4,368.97,81,29.05444,95.311585,56,164,20,698421,1,1,55.3455,118,1,2023-05-12,chandu,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157744.0
571,571,4,368.97,81,29.05444,95.311585,56,164,20,698421,1,1,55.3455,118,1,2023-05-12,dhoni,Volkswagen,john,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,157634.0
